participant_id,variant,image_id,ground_truth,initial_response,had_doubt,ai_confidence_score,post_suggestion_action,effective_final_response
P0130,alpha,alpha_04,AI_midjourney,AI,no,74,confirm,AI
P0130,alpha,alpha_05,AI_magnific,real,yes,67,confirm,real
P0130,alpha,alpha_06,AI_midjourney,real,no,38,confirm,real
P0130,alpha,alpha_07,real,real,no,82,confirm,real
P0130,alpha,alpha_08,AI_midjourney,real,no,78,confirm,real
P0130,alpha,alpha_09,real,real,no,55,confirm,real
P0130,alpha,alpha_10,AI_magnific,AI,no,52,confirm,AI
P0130,alpha,alpha_11,real,real,no,91,confirm,real
P0130,alpha,alpha_12,AI_midjourney,real,no,62,confirm,real
P0130,alpha,alpha_13,AI_magnific,real,no,85,confirm,real
P0130,alpha,alpha_14,AI_midjourney,AI,no,66,confirm,AI
P0130,alpha,alpha_15,AI_magnific,real,no,78,confirm,real
P0131,alpha,alpha_01,real,real,yes,86,confirm,real
P0131,alpha,alpha_02,AI_magnific,real,no,88,confirm,real
P0131,alpha,alpha_03,real,AI,yes,78,confirm,AI
P0131,alpha,alpha_04,AI_midjourney,real,no,74,confirm,real
P0131,alpha,alpha_05,AI_magnific,AI,no,67,confirm,AI
P0131,alpha,alpha_06,AI_midjourney,real,no,38,confirm,real
P0131,alpha,alpha_07,real,real,no,82,confirm,real
P0131,alpha,alpha_08,AI_midjourney,AI,yes,78,confirm,AI
P0131,alpha,alpha_09,real,AI,no,55,confirm,AI
P0131,alpha,alpha_10,AI_magnific,real,no,52,confirm,real
P0131,alpha,alpha_11,real,AI,no,91,confirm,AI
P0131,alpha,alpha_12,AI_midjourney,real,no,62,confirm,real
P0131,alpha,alpha_13,AI_magnific,real,no,85,confirm,real
P0131,alpha,alpha_14,AI_midjourney,AI,yes,66,confirm,AI
P0131,alpha,alpha_15,AI_magnific,real,no,78,confirm,real
P0132,alpha,alpha_01,real,real,no,86,confirm,real
P0132,alpha,alpha_02,AI_magnific,real,no,88,confirm,real
P0132,alpha,alpha_03,real,real,yes,78,confirm,real
P0132,alpha,alpha_04,AI_midjourney,AI,no,74,confirm,AI
P0132,alpha,alpha_05,AI_magnific,AI,no,67,confirm,AI
P0132,alpha,alpha_06,AI_midjourney,AI,no,38,confirm,AI
P0132,alpha,alpha_07,real,real,no,82,confirm,real
P0132,alpha,alpha_08,AI_midjourney,real,no,78,confirm,real
P0132,alpha,alpha_09,real,real,no,55,confirm,real
P0132,alpha,alpha_10,AI_magnific,AI,no,52,confirm,AI
P0132,alpha,alpha_11,real,real,no,91,confirm,real
P0132,alpha,alpha_12,AI_midjourney,AI,no,62,confirm,AI
P0132,alpha,alpha_13,AI_magnific,real,no,85,confirm,real
P0132,alpha,alpha_14,AI_midjourney,AI,no,66,confirm,AI
P0132,alpha,alpha_15,AI_magnific,real,no,78,confirm,real
P0133,alpha,alpha_01,real,real,yes,86,change,AI
P0133,alpha,alpha_02,AI_magnific,real,no,88,confirm,real
P0133,alpha,alpha_03,real,AI,no,78,confirm,AI
P0133,alpha,alpha_04,AI_midjourney,AI,no,74,confirm,AI
P0133,alpha,alpha_05,AI_magnific,AI,no,67,confirm,AI
P0133,alpha,alpha_06,AI_midjourney,real,no,38,confirm,real
P0133,alpha,alpha_07,real,real,no,82,confirm,real
P0133,alpha,alpha_08,AI_midjourney,real,yes,78,change,AI
P0133,alpha,alpha_09,real,real,no,55,confirm,real
P0133,alpha,alpha_10,AI_magnific,AI,no,52,confirm,AI
P0133,alpha,alpha_11,real,real,yes,91,change,AI
P0133,alpha,alpha_12,AI_midjourney,real,no,62,confirm,real
P0133,alpha,alpha_13,AI_magnific,real,no,85,confirm,real
P0133,alpha,alpha_14,AI_midjourney,AI,no,66,confirm,AI
P0133,alpha,alpha_15,AI_magnific,real,no,78,confirm,real
P0134,alpha,alpha_01,real,real,no,86,confirm,real
P0134,alpha,alpha_02,AI_magnific,AI,yes,88,confirm,AI
P0134,alpha,alpha_03,real,real,yes,78,confirm,real
P0134,alpha,alpha_04,AI_midjourney,AI,no,74,confirm,AI
P0134,alpha,alpha_05,AI_magnific,AI,no,67,confirm,AI
P0134,alpha,alpha_06,AI_midjourney,real,no,38,confirm,real
P0134,alpha,alpha_07,real,real,yes,82,confirm,real
P0134,alpha,alpha_08,AI_midjourney,AI,yes,78,confirm,AI
P0134,alpha,alpha_09,real,AI,yes,55,confirm,AI
P0134,alpha,alpha_10,AI_magnific,AI,yes,52,confirm,AI
P0134,alpha,alpha_11,real,real,yes,91,confirm,real
P0134,alpha,alpha_12,AI_midjourney,AI,no,62,confirm,AI
P0134,alpha,alpha_13,AI_magnific,AI,no,85,confirm,AI
P0134,alpha,alpha_14,AI_midjourney,AI,yes,66,confirm,AI
P0134,alpha,alpha_15,AI_magnific,real,no,78,confirm,real
P0135,alpha,alpha_01,real,AI,yes,86,confirm,AI
P0135,alpha,alpha_02,AI_magnific,real,yes,88,confirm,real
P0135,alpha,alpha_03,real,AI,no,78,confirm,AI
P0135,alpha,alpha_04,AI_midjourney,AI,no,74,confirm,AI
P0135,alpha,alpha_05,AI_magnific,AI,no,67,confirm,AI
P0135,alpha,alpha_06,AI_midjourney,AI,no,38,confirm,AI
P0135,alpha,alpha_07,real,real,no,82,confirm,real
P0135,alpha,alpha_08,AI_midjourney,real,no,78,confirm,real
P0135,alpha,alpha_09,real,real,no,55,confirm,real
P0135,alpha,alpha_10,AI_magnific,AI,yes,52,confirm,AI
P0135,alpha,alpha_11,real,AI,no,91,confirm,AI
P0135,alpha,alpha_12,AI_midjourney,real,yes,62,confirm,real
P0135,alpha,alpha_13,AI_magnific,real,no,85,change,AI
P0135,alpha,alpha_14,AI_midjourney,AI,yes,66,change,real
P0135,alpha,alpha_15,AI_magnific,AI,no,78,confirm,AI
P0136,alpha,alpha_01,real,real,no,86,confirm,real
P0136,alpha,alpha_02,AI_magnific,real,no,88,confirm,real
P0136,alpha,alpha_03,real,real,no,78,confirm,real
P0136,alpha,alpha_04,AI_midjourney,AI,no,74,confirm,AI
P0136,alpha,alpha_05,AI_magnific,AI,no,67,confirm,AI
P0136,alpha,alpha_06,AI_midjourney,AI,yes,38,confirm,AI
P0136,alpha,alpha_07,real,real,no,82,confirm,real
P0136,alpha,alpha_08,AI_midjourney,AI,no,78,confirm,AI
P0136,alpha,alpha_09,real,real,no,55,confirm,real
P0136,alpha,alpha_10,AI_magnific,real,yes,52,confirm,real
P0136,alpha,alpha_11,real,real,no,91,confirm,real
P0136,alpha,alpha_12,AI_midjourney,real,yes,62,confirm,real
P0136,alpha,alpha_13,AI_magnific,real,no,85,confirm,real
P0136,alpha,alpha_14,AI_midjourney,AI,no,66,confirm,AI
P0136,alpha,alpha_15,AI_magnific,real,no,78,confirm,real
P0137,alpha,alpha_01,real,AI,yes,86,confirm,AI
P0137,alpha,alpha_02,AI_magnific,real,no,88,confirm,real
P0137,alpha,alpha_03,real,AI,yes,78,confirm,AI
P0137,alpha,alpha_04,AI_midjourney,real,yes,74,confirm,real
P0137,alpha,alpha_05,AI_magnific,real,no,67,confirm,real
P0137,alpha,alpha_06,AI_midjourney,AI,yes,38,confirm,AI
P0137,alpha,alpha_07,real,real,no,82,confirm,real
P0137,alpha,alpha_08,AI_midjourney,real,no,78,change,AI
P0137,alpha,alpha_09,real,real,yes,55,confirm,real
P0137,alpha,alpha_10,AI_magnific,AI,yes,52,confirm,AI
P0137,alpha,alpha_11,real,AI,yes,91,confirm,AI
P0137,alpha,alpha_12,AI_midjourney,real,no,62,confirm,real
P0137,alpha,alpha_13,AI_magnific,real,no,85,confirm,real
P0137,alpha,alpha_14,AI_midjourney,AI,yes,66,confirm,AI
P0137,alpha,alpha_15,AI_magnific,AI,yes,78,confirm,AI
P0138,alpha,alpha_01,real,real,yes,86,change,AI
P0138,alpha,alpha_02,AI_magnific,real,no,88,confirm,real
P0138,alpha,alpha_03,real,AI,no,78,confirm,AI
P0138,alpha,alpha_04,AI_midjourney,AI,no,74,confirm,AI
P0138,alpha,alpha_05,AI_magnific,real,no,67,confirm,real
P0138,alpha,alpha_06,AI_midjourney,AI,yes,38,confirm,AI
P0138,alpha,alpha_07,real,real,no,82,change,AI
P0138,alpha,alpha_08,AI_midjourney,real,yes,78,confirm,real
P0138,alpha,alpha_09,real,real,no,55,confirm,real
P0138,alpha,alpha_10,AI_magnific,AI,no,52,confirm,AI
P0138,alpha,alpha_11,real,real,yes,91,confirm,real
P0138,alpha,alpha_12,AI_midjourney,real,no,62,confirm,real
P0138,alpha,alpha_13,AI_magnific,real,no,85,confirm,real
P0138,alpha,alpha_14,AI_midjourney,AI,yes,66,confirm,AI
P0138,alpha,alpha_15,AI_magnific,real,yes,78,change,AI
P0139,alpha,alpha_01,real,AI,yes,86,confirm,AI
P0139,alpha,alpha_02,AI_magnific,real,no,88,confirm,real
P0139,alpha,alpha_03,real,AI,yes,78,confirm,AI
P0139,alpha,alpha_04,AI_midjourney,real,yes,74,confirm,real
P0139,alpha,alpha_05,AI_magnific,AI,yes,67,confirm,AI
P0139,alpha,alpha_06,AI_midjourney,AI,yes,38,confirm,AI
P0139,alpha,alpha_07,real,real,no,82,confirm,real
P0139,alpha,alpha_08,AI_midjourney,AI,yes,78,confirm,AI
P0139,alpha,alpha_09,real,AI,yes,55,confirm,AI
P0139,alpha,alpha_10,AI_magnific,AI,yes,52,confirm,AI
P0139,alpha,alpha_11,real,AI,yes,91,confirm,AI
P0139,alpha,alpha_12,AI_midjourney,AI,yes,62,confirm,AI
P0139,alpha,alpha_13,AI_magnific,real,no,85,confirm,real
P0139,alpha,alpha_14,AI_midjourney,AI,yes,66,confirm,AI
P0139,alpha,alpha_15,AI_magnific,real,yes,78,confirm,real
P0140,alpha,alpha_01,real,real,no,86,confirm,real
P0140,alpha,alpha_02,AI_magnific,real,no,88,confirm,real
P0140,alpha,alpha_03,real,real,yes,78,confirm,real
P0140,alpha,alpha_04,AI_midjourney,AI,no,74,confirm,AI
P0140,alpha,alpha_05,AI_magnific,AI,no,67,confirm,AI
P0140,alpha,alpha_06,AI_midjourney,AI,yes,38,confirm,AI
P0140,alpha,alpha_07,real,real,no,82,confirm,real
P0140,alpha,alpha_08,AI_midjourney,real,yes,78,confirm,real
P0140,alpha,alpha_09,real,real,no,55,confirm,real
P0140,alpha,alpha_10,AI_magnific,real,yes,52,confirm,real
P0140,alpha,alpha_11,real,real,no,91,confirm,real
P0140,alpha,alpha_12,AI_midjourney,AI,yes,62,confirm,AI
P0140,alpha,alpha_13,AI_magnific,real,yes,85,confirm,real
P0140,alpha,alpha_14,AI_midjourney,AI,yes,66,confirm,AI
P0140,alpha,alpha_15,AI_magnific,AI,yes,78,confirm,AI
P0141,alpha,alpha_01,real,real,no,86,confirm,real
P0141,alpha,alpha_02,AI_magnific,real,no,88,confirm,real
P0141,alpha,alpha_03,real,AI,no,78,confirm,AI
P0141,alpha,alpha_04,AI_midjourney,AI,yes,74,confirm,AI
P0141,alpha,alpha_05,AI_magnific,AI,no,67,confirm,AI
P0141,alpha,alpha_06,AI_midjourney,real,no,38,confirm,real
P0141,alpha,alpha_07,real,real,no,82,confirm,real
P0141,alpha,alpha_08,AI_midjourney,real,yes,78,confirm,real
P0141,alpha,alpha_09,real,AI,yes,55,confirm,AI
P0141,alpha,alpha_10,AI_magnific,real,no,52,confirm,real
P0141,alpha,alpha_11,real,AI,yes,91,confirm,AI
P0141,alpha,alpha_12,AI_midjourney,AI,no,62,confirm,AI
P0141,alpha,alpha_13,AI_magnific,real,no,85,confirm,real
P0141,alpha,alpha_14,AI_midjourney,AI,no,66,confirm,AI
P0141,alpha,alpha_15,AI_magnific,real,no,78,confirm,real
P0142,alpha,alpha_01,real,real,no,86,confirm,real
P0142,alpha,alpha_02,AI_magnific,real,no,88,confirm,real
P0142,alpha,alpha_03,real,AI,no,78,confirm,AI
P0142,alpha,alpha_04,AI_midjourney,AI,no,74,confirm,AI
P0142,alpha,alpha_05,AI_magnific,AI,no,67,confirm,AI
P0142,alpha,alpha_06,AI_midjourney,AI,no,38,change,real
P0142,alpha,alpha_07,real,real,no,82,confirm,real
P0142,alpha,alpha_08,AI_midjourney,AI,no,78,confirm,AI
P0142,alpha,alpha_09,real,AI,no,55,confirm,AI
P0142,alpha,alpha_10,AI_magnific,AI,no,52,confirm,AI
P0142,alpha,alpha_11,real,real,no,91,confirm,real
P0142,alpha,alpha_12,AI_midjourney,AI,no,62,confirm,AI
P0142,alpha,alpha_13,AI_magnific,real,no,85,confirm,real
P0142,alpha,alpha_14,AI_midjourney,AI,no,66,confirm,AI
P0142,alpha,alpha_15,AI_magnific,AI,no,78,confirm,AI
P0143,alpha,alpha_01,real,real,no,86,confirm,real
P0143,alpha,alpha_02,AI_magnific,AI,no,88,confirm,AI
P0143,alpha,alpha_03,real,AI,no,78,confirm,AI
P0143,alpha,alpha_04,AI_midjourney,real,no,74,change,AI
P0143,alpha,alpha_05,AI_magnific,real,no,67,change,AI
P0143,alpha,alpha_06,AI_midjourney,AI,no,38,change,real
P0143,alpha,alpha_07,real,real,no,82,change,AI
P0143,alpha,alpha_08,AI_midjourney,real,yes,78,change,AI
P0143,alpha,alpha_09,real,real,no,55,change,AI
P0143,alpha,alpha_10,AI_magnific,AI,no,52,change,real
P0143,alpha,alpha_11,real,AI,no,91,confirm,AI
P0143,alpha,alpha_12,AI_midjourney,real,yes,62,confirm,real
P0143,alpha,alpha_13,AI_magnific,AI,yes,85,confirm,AI
P0143,alpha,alpha_14,AI_midjourney,real,no,66,change,AI
P0143,alpha,alpha_15,AI_magnific,AI,no,78,confirm,AI
P0144,alpha,alpha_01,real,AI,yes,86,confirm,AI
P0144,alpha,alpha_02,AI_magnific,real,yes,88,confirm,real
P0144,alpha,alpha_03,real,AI,yes,78,confirm,AI
P0144,alpha,alpha_04,AI_midjourney,AI,yes,74,confirm,AI
P0144,alpha,alpha_05,AI_magnific,AI,yes,67,confirm,AI
P0144,alpha,alpha_06,AI_midjourney,AI,yes,38,confirm,AI
P0144,alpha,alpha_07,real,real,yes,82,confirm,real
P0144,alpha,alpha_08,AI_midjourney,AI,yes,78,confirm,AI
P0144,alpha,alpha_09,real,real,yes,55,confirm,real
P0144,alpha,alpha_10,AI_magnific,real,yes,52,confirm,real
P0144,alpha,alpha_11,real,AI,yes,91,confirm,AI
P0144,alpha,alpha_12,AI_midjourney,AI,yes,62,confirm,AI
P0144,alpha,alpha_13,AI_magnific,real,yes,85,confirm,real
P0144,alpha,alpha_14,AI_midjourney,AI,yes,66,confirm,AI
P0144,alpha,alpha_15,AI_magnific,real,yes,78,confirm,real
P0145,alpha,alpha_01,real,AI,yes,86,confirm,AI
P0145,alpha,alpha_02,AI_magnific,real,no,88,confirm,real
P0145,alpha,alpha_03,real,AI,no,78,confirm,AI
P0145,alpha,alpha_04,AI_midjourney,AI,no,74,confirm,AI
P0145,alpha,alpha_05,AI_magnific,real,yes,67,confirm,real
P0145,alpha,alpha_06,AI_midjourney,real,yes,38,confirm,real
P0145,alpha,alpha_07,real,real,yes,82,confirm,real
P0145,alpha,alpha_08,AI_midjourney,real,no,78,confirm,real
P0145,alpha,alpha_09,real,real,yes,55,confirm,real
P0145,alpha,alpha_10,AI_magnific,AI,no,52,confirm,AI
P0145,alpha,alpha_11,real,AI,yes,91,confirm,AI
P0145,alpha,alpha_12,AI_midjourney,real,no,62,confirm,real
P0145,alpha,alpha_13,AI_magnific,real,no,85,change,AI
P0145,alpha,alpha_14,AI_midjourney,AI,no,66,confirm,AI
P0145,alpha,alpha_15,AI_magnific,real,yes,78,confirm,real
P0146,alpha,alpha_01,real,AI,yes,86,confirm,AI
P0146,alpha,alpha_02,AI_magnific,AI,yes,88,confirm,AI
P0146,alpha,alpha_03,real,real,yes,78,confirm,real
P0146,alpha,alpha_04,AI_midjourney,AI,yes,74,confirm,AI
P0146,alpha,alpha_05,AI_magnific,AI,yes,67,confirm,AI
P0146,alpha,alpha_06,AI_midjourney,real,yes,38,confirm,real
P0146,alpha,alpha_07,real,real,yes,82,confirm,real
P0146,alpha,alpha_08,AI_midjourney,AI,yes,78,confirm,AI
P0146,alpha,alpha_09,real,real,yes,55,confirm,real
P0146,alpha,alpha_10,AI_magnific,AI,yes,52,confirm,AI
P0146,alpha,alpha_11,real,real,yes,91,change,AI
P0146,alpha,alpha_12,AI_midjourney,real,yes,62,confirm,real
P0146,alpha,alpha_13,AI_magnific,real,yes,85,confirm,real
P0146,alpha,alpha_14,AI_midjourney,real,yes,66,confirm,real
P0146,alpha,alpha_15,AI_magnific,real,yes,78,confirm,real
P0147,alpha,alpha_01,real,AI,yes,86,confirm,AI
P0147,alpha,alpha_02,AI_magnific,AI,yes,88,confirm,AI
P0147,alpha,alpha_03,real,AI,no,78,confirm,AI
P0147,alpha,alpha_04,AI_midjourney,AI,yes,74,confirm,AI
P0147,alpha,alpha_05,AI_magnific,real,yes,67,confirm,real
P0147,alpha,alpha_06,AI_midjourney,real,no,38,confirm,real
P0147,alpha,alpha_07,real,real,yes,82,confirm,real
P0147,alpha,alpha_08,AI_midjourney,AI,yes,78,confirm,AI
P0147,alpha,alpha_09,real,real,yes,55,confirm,real
P0147,alpha,alpha_10,AI_magnific,AI,yes,52,confirm,AI
P0147,alpha,alpha_11,real,AI,yes,91,confirm,AI
P0147,alpha,alpha_12,AI_midjourney,AI,yes,62,confirm,AI
P0147,alpha,alpha_13,AI_magnific,real,yes,85,confirm,real
P0147,alpha,alpha_14,AI_midjourney,AI,yes,66,confirm,AI
P0147,alpha,alpha_15,AI_magnific,real,yes,78,confirm,real
P0148,alpha,alpha_01,real,AI,no,86,confirm,AI
P0148,alpha,alpha_02,AI_magnific,real,no,88,confirm,real
P0148,alpha,alpha_03,real,AI,no,78,confirm,AI
P0148,alpha,alpha_04,AI_midjourney,AI,no,74,confirm,AI
P0148,alpha,alpha_05,AI_magnific,AI,no,67,confirm,AI
P0148,alpha,alpha_06,AI_midjourney,AI,no,38,confirm,AI
P0148,alpha,alpha_07,real,real,no,82,confirm,real
P0148,alpha,alpha_08,AI_midjourney,AI,no,78,confirm,AI
P0148,alpha,alpha_09,real,real,no,55,confirm,real
P0148,alpha,alpha_10,AI_magnific,real,yes,52,confirm,real
P0148,alpha,alpha_11,real,AI,no,91,confirm,AI
P0148,alpha,alpha_12,AI_midjourney,AI,no,62,confirm,AI
P0148,alpha,alpha_13,AI_magnific,real,no,85,confirm,real
P0148,alpha,alpha_14,AI_midjourney,AI,yes,66,confirm,AI
P0148,alpha,alpha_15,AI_magnific,AI,yes,78,confirm,AI
P0149,alpha,alpha_01,real,real,no,86,confirm,real
P0149,alpha,alpha_02,AI_magnific,real,no,88,confirm,real
P0149,alpha,alpha_03,real,AI,no,78,confirm,AI
P0149,alpha,alpha_04,AI_midjourney,AI,yes,74,confirm,AI
P0149,alpha,alpha_05,AI_magnific,real,yes,67,confirm,real
P0149,alpha,alpha_06,AI_midjourney,AI,no,38,confirm,AI
P0149,alpha,alpha_07,real,real,yes,82,confirm,real
P0149,alpha,alpha_08,AI_midjourney,AI,yes,78,confirm,AI
P0149,alpha,alpha_09,real,real,yes,55,confirm,real
P0149,alpha,alpha_10,AI_magnific,AI,no,52,confirm,AI
P0149,alpha,alpha_11,real,AI,yes,91,confirm,AI
P0149,alpha,alpha_12,AI_midjourney,AI,yes,62,confirm,AI
P0149,alpha,alpha_13,AI_magnific,real,yes,85,confirm,real
P0149,alpha,alpha_14,AI_midjourney,AI,yes,66,confirm,AI
P0149,alpha,alpha_15,AI_magnific,real,yes,78,confirm,real
P0150,alpha,alpha_01,real,real,no,86,confirm,real
P0150,alpha,alpha_02,AI_magnific,AI,yes,88,confirm,AI
P0150,alpha,alpha_03,real,AI,yes,78,confirm,AI
P0150,alpha,alpha_04,AI_midjourney,real,yes,74,confirm,real
P0150,alpha,alpha_05,AI_magnific,AI,yes,67,confirm,AI
P0150,alpha,alpha_06,AI_midjourney,AI,no,38,confirm,AI
P0150,alpha,alpha_07,real,real,no,82,confirm,real
P0150,alpha,alpha_08,AI_midjourney,AI,yes,78,confirm,AI
P0150,alpha,alpha_09,real,real,yes,55,confirm,real
P0150,alpha,alpha_10,AI_magnific,real,yes,52,confirm,real
P0150,alpha,alpha_11,real,AI,yes,91,confirm,AI
P0150,alpha,alpha_12,AI_midjourney,real,no,62,confirm,real
P0150,alpha,alpha_13,AI_magnific,real,no,85,confirm,real
P0150,alpha,alpha_14,AI_midjourney,AI,no,66,confirm,AI
P0150,alpha,alpha_15,AI_magnific,real,yes,78,confirm,real
P0151,alpha,alpha_01,real,AI,yes,86,confirm,AI
P0151,alpha,alpha_02,AI_magnific,real,no,88,confirm,real
P0151,alpha,alpha_03,real,AI,yes,78,confirm,AI
P0151,alpha,alpha_04,AI_midjourney,AI,yes,74,confirm,AI
P0151,alpha,alpha_05,AI_magnific,real,no,67,confirm,real
P0151,alpha,alpha_06,AI_midjourney,real,no,38,confirm,real
P0151,alpha,alpha_07,real,real,no,82,change,AI
P0151,alpha,alpha_08,AI_midjourney,AI,yes,78,confirm,AI
P0151,alpha,alpha_09,real,real,yes,55,confirm,real
P0151,alpha,alpha_10,AI_magnific,AI,yes,52,confirm,AI
P0151,alpha,alpha_11,real,AI,yes,91,confirm,AI
P0151,alpha,alpha_12,AI_midjourney,real,no,62,confirm,real
P0151,alpha,alpha_13,AI_magnific,AI,yes,85,confirm,AI
P0151,alpha,alpha_14,AI_midjourney,AI,yes,66,confirm,AI
P0151,alpha,alpha_15,AI_magnific,AI,yes,78,confirm,AI
P0152,alpha,alpha_01,real,AI,yes,86,confirm,AI
P0152,alpha,alpha_02,AI_magnific,real,no,88,confirm,real
P0152,alpha,alpha_03,real,AI,yes,78,confirm,AI
P0152,alpha,alpha_04,AI_midjourney,AI,no,74,confirm,AI
P0152,alpha,alpha_05,AI_magnific,AI,no,67,confirm,AI
P0152,alpha,alpha_06,AI_midjourney,AI,yes,38,change,real
P0152,alpha,alpha_07,real,real,yes,82,confirm,real
P0152,alpha,alpha_08,AI_midjourney,real,yes,78,confirm,real
P0152,alpha,alpha_09,real,AI,yes,55,confirm,AI
P0152,alpha,alpha_10,AI_magnific,real,yes,52,confirm,real
P0152,alpha,alpha_11,real,AI,yes,91,confirm,AI
P0152,alpha,alpha_12,AI_midjourney,AI,yes,62,confirm,AI
P0152,alpha,alpha_13,AI_magnific,real,yes,85,confirm,real
P0152,alpha,alpha_14,AI_midjourney,real,yes,66,confirm,real
P0152,alpha,alpha_15,AI_magnific,real,yes,78,confirm,real
P0153,alpha,alpha_01,real,real,no,86,confirm,real
P0153,alpha,alpha_02,AI_magnific,AI,no,88,confirm,AI
P0153,alpha,alpha_03,real,AI,yes,78,confirm,AI
P0153,alpha,alpha_04,AI_midjourney,real,no,74,confirm,real
P0153,alpha,alpha_05,AI_magnific,AI,no,67,confirm,AI
P0153,alpha,alpha_06,AI_midjourney,AI,no,38,confirm,AI
P0153,alpha,alpha_07,real,real,no,82,confirm,real
P0153,alpha,alpha_08,AI_midjourney,AI,no,78,confirm,AI
P0153,alpha,alpha_09,real,real,no,55,confirm,real
P0153,alpha,alpha_10,AI_magnific,AI,yes,52,confirm,AI
P0153,alpha,alpha_11,real,AI,yes,91,confirm,AI
P0153,alpha,alpha_12,AI_midjourney,AI,no,62,confirm,AI
P0153,alpha,alpha_13,AI_magnific,AI,no,85,confirm,AI
P0153,alpha,alpha_14,AI_midjourney,AI,no,66,confirm,AI
P0153,alpha,alpha_15,AI_magnific,real,no,78,confirm,real
P0154,alpha,alpha_01,real,real,no,86,change,AI
P0154,alpha,alpha_02,AI_magnific,real,no,88,confirm,real
P0154,alpha,alpha_03,real,AI,no,78,confirm,AI
P0154,alpha,alpha_04,AI_midjourney,real,no,74,confirm,real
P0154,alpha,alpha_05,AI_magnific,real,yes,67,confirm,real
P0154,alpha,alpha_06,AI_midjourney,AI,no,38,change,real
P0154,alpha,alpha_07,real,real,no,82,confirm,real
P0154,alpha,alpha_08,AI_midjourney,AI,no,78,confirm,AI
P0154,alpha,alpha_09,real,real,no,55,confirm,real
P0154,alpha,alpha_10,AI_magnific,AI,no,52,confirm,AI
P0154,alpha,alpha_11,real,AI,no,91,confirm,AI
P0154,alpha,alpha_12,AI_midjourney,real,no,62,confirm,real
P0154,alpha,alpha_13,AI_magnific,AI,no,85,confirm,AI
P0154,alpha,alpha_14,AI_midjourney,AI,no,66,confirm,AI
P0154,alpha,alpha_15,AI_magnific,AI,no,78,confirm,AI
P0155,alpha,alpha_01,real,AI,yes,86,confirm,AI
P0155,alpha,alpha_02,AI_magnific,real,no,88,confirm,real
P0155,alpha,alpha_03,real,AI,yes,78,confirm,AI
P0155,alpha,alpha_04,AI_midjourney,AI,yes,74,confirm,AI
P0155,alpha,alpha_05,AI_magnific,real,yes,67,confirm,real
P0155,alpha,alpha_06,AI_midjourney,AI,yes,38,confirm,AI
P0155,alpha,alpha_07,real,real,no,82,confirm,real
P0155,alpha,alpha_08,AI_midjourney,real,yes,78,change,AI
P0155,alpha,alpha_09,real,real,no,55,confirm,real
P0155,alpha,alpha_10,AI_magnific,AI,yes,52,confirm,AI
P0155,alpha,alpha_11,real,AI,yes,91,confirm,AI
P0155,alpha,alpha_12,AI_midjourney,AI,yes,62,confirm,AI
P0155,alpha,alpha_13,AI_magnific,real,no,85,confirm,real
P0155,alpha,alpha_14,AI_midjourney,AI,yes,66,confirm,AI
P0155,alpha,alpha_15,AI_magnific,AI,yes,78,confirm,AI
P0156,alpha,alpha_01,real,real,no,86,confirm,real
P0156,alpha,alpha_02,AI_magnific,real,yes,88,change,AI
P0156,alpha,alpha_03,real,AI,no,78,confirm,AI
P0156,alpha,alpha_04,AI_midjourney,AI,no,74,confirm,AI
P0156,alpha,alpha_05,AI_magnific,AI,no,67,confirm,AI
P0156,alpha,alpha_06,AI_midjourney,real,no,38,confirm,real
P0156,alpha,alpha_07,real,real,no,82,confirm,real
P0156,alpha,alpha_08,AI_midjourney,real,no,78,confirm,real
P0156,alpha,alpha_09,real,AI,no,55,confirm,AI
P0156,alpha,alpha_10,AI_magnific,real,no,52,confirm,real
P0156,alpha,alpha_11,real,AI,no,91,confirm,AI
P0156,alpha,alpha_12,AI_midjourney,real,no,62,confirm,real
P0156,alpha,alpha_13,AI_magnific,real,yes,85,confirm,real
P0156,alpha,alpha_14,AI_midjourney,AI,yes,66,confirm,AI
P0156,alpha,alpha_15,AI_magnific,real,no,78,confirm,real
P0157,alpha,alpha_01,real,real,no,86,confirm,real
P0157,alpha,alpha_02,AI_magnific,AI,no,88,confirm,AI
P0157,alpha,alpha_03,real,AI,no,78,confirm,AI
P0157,alpha,alpha_04,AI_midjourney,real,no,74,change,AI
P0157,alpha,alpha_05,AI_magnific,AI,yes,67,change,real
P0157,alpha,alpha_06,AI_midjourney,AI,no,38,confirm,AI
P0157,alpha,alpha_07,real,real,no,82,confirm,real
P0157,alpha,alpha_08,AI_midjourney,real,no,78,confirm,real
P0157,alpha,alpha_09,real,real,no,55,confirm,real
P0157,alpha,alpha_10,AI_magnific,AI,no,52,confirm,AI
P0157,alpha,alpha_11,real,real,no,91,confirm,real
P0157,alpha,alpha_12,AI_midjourney,AI,yes,62,confirm,AI
P0157,alpha,alpha_13,AI_magnific,real,no,85,change,AI
P0157,alpha,alpha_14,AI_midjourney,real,no,66,change,AI
P0157,alpha,alpha_15,AI_magnific,real,no,78,confirm,real
P0158,alpha,alpha_01,real,real,yes,86,confirm,real
P0158,alpha,alpha_02,AI_magnific,real,no,88,confirm,real
P0158,alpha,alpha_03,real,AI,yes,78,confirm,AI
P0158,alpha,alpha_04,AI_midjourney,real,no,74,confirm,real
P0158,alpha,alpha_05,AI_magnific,real,no,67,confirm,real
